VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-12-04 11:23:58,2016-12-04 11:29:56,1,.60,1,N,239,142,1,5.5,0,0.5,1,0,0.3,7.3
2,2016-12-18 21:54:37,2016-12-18 21:58:47,1,.71,1,N,141,237,1,5,0.5,0.5,0.7,0,0.3,7
1,2016-12-31 19:37:27,2016-12-31 19:49:21,1,1.70,1,N,230,233,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-12-12 22:17:56,2016-12-12 22:28:48,1,2.51,1,N,100,79,1,10,0.5,0.5,1,0,0.3,12.3
1,2016-12-26 20:53:04,2016-12-26 21:24:16,1,6.70,1,N,186,225,1,25.5,0.5,0,6.55,0,0.3,32.85
1,2016-12-13 23:51:06,2016-12-13 23:58:31,1,1.50,1,N,100,233,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2016-12-22 13:37:50,2016-12-22 13:41:05,1,.70,1,N,246,186,1,4.5,0,0.5,0.53,0,0.3,5.83
1,2016-12-10 01:19:09,2016-12-10 01:22:16,1,1.10,1,N,107,233,1,5.5,0.5,0.5,1,0,0.3,7.8
1,2016-12-21 18:27:48,2016-12-21 18:45:38,1,1.50,1,N,162,100,1,12,1,0.5,2.07,0,0.3,15.87
1,2016-12-01 06:55:01,2016-12-01 06:59:24,1,1.20,1,N,234,230,1,6,0,0.5,1.35,0,0.3,8.15
2,2016-12-21 18:28:21,2016-12-21 18:42:49,1,2.27,1,N,230,263,1,11.5,1,0.5,2,0,0.3,15.3
2,2016-12-20 00:36:33,2016-12-20 00:40:16,1,.92,1,N,164,48,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-12-07 16:54:44,2016-12-07 17:05:18,1,1.80,1,N,13,249,1,9,1,0.5,2.15,0,0.3,12.95
2,2016-12-26 12:21:52,2016-12-26 12:24:55,1,.56,1,N,68,246,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2016-12-11 23:09:59,2016-12-11 23:29:38,6,4.71,1,N,144,17,1,17.5,0.5,0.5,1.2,0,0.3,20
1,2016-12-13 19:32:21,2016-12-13 19:45:22,1,1.60,1,N,234,158,1,9.5,1,0.5,1.25,0,0.3,12.55
1,2016-12-12 20:41:33,2016-12-12 21:01:26,1,5.70,1,N,211,141,1,20,0.5,0.5,1,0,0.3,22.3
2,2016-12-26 13:04:36,2016-12-26 13:09:37,1,.59,1,N,239,142,1,5,0,0.5,1.45,0,0.3,7.25
2,2016-12-16 22:47:07,2016-12-16 23:12:25,6,3.11,1,N,125,161,1,16.5,0.5,0.5,3.3,0,0.3,21.1
1,2016-12-10 09:29:02,2016-12-10 09:35:40,1,1.00,1,N,237,142,1,6.5,0,0.5,1,0,0.3,8.3
2,2016-12-18 21:28:46,2016-12-18 21:35:49,1,1.72,1,N,142,238,1,7.5,0.5,0.5,1.5,0,0.3,10.3
2,2016-12-26 15:54:30,2016-12-26 16:02:33,1,1.96,1,N,236,142,1,8.5,0,0.5,1.86,0,0.3,11.16
2,2016-12-18 03:28:44,2016-12-18 03:39:40,1,1.76,1,N,68,137,1,9,0.5,0.5,1.25,0,0.3,11.55
1,2016-12-24 10:39:22,2016-12-24 10:50:49,1,2.50,1,N,4,68,1,10.5,0,0.5,2.25,0,0.3,13.55
1,2016-12-31 08:42:09,2016-12-31 08:47:55,1,1.80,1,Y,48,90,2,7.5,0,0.5,0,0,0.3,8.3
1,2016-12-25 11:00:04,2016-12-25 11:02:54,1,.60,1,N,68,90,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-12-01 14:32:26,2016-12-01 14:42:17,1,1.50,1,N,142,43,1,8.5,0,0.5,1,0,0.3,10.3
2,2016-12-16 08:43:09,2016-12-16 08:54:07,1,2.25,1,N,231,68,1,10.5,0,0.5,2.26,0,0.3,13.56
2,2016-12-11 07:46:43,2016-12-11 07:51:27,1,1.06,1,N,162,137,1,6,0,0.5,1.36,0,0.3,8.16
2,2016-12-01 23:05:12,2016-12-01 23:34:23,1,3.81,1,N,142,79,1,19.5,0.5,0.5,4.16,0,0.3,24.96
1,2016-12-18 01:25:00,2016-12-18 01:52:39,2,7.00,1,N,79,223,1,24.5,0.5,0.5,2,0,0.3,27.8
1,2016-12-21 11:39:43,2016-12-21 11:50:14,1,1.00,1,N,170,164,1,8,0,0.5,1.75,0,0.3,10.55
1,2016-12-31 10:49:55,2016-12-31 11:12:33,3,9.60,1,N,138,48,1,29.5,0,0.5,3.16,5.54,0.3,39
1,2016-12-31 13:19:30,2016-12-31 13:24:15,1,.60,1,N,264,264,2,5,0,0.5,0,0,0.3,5.8
2,2016-12-06 21:48:14,2016-12-06 21:54:43,1,.84,1,N,234,114,1,6,0.5,0.5,1,0,0.3,8.3
2,2016-12-20 21:52:49,2016-12-20 22:04:36,1,2.61,1,N,162,239,1,11,0.5,0.5,2,0,0.3,14.3
2,2016-12-16 07:35:11,2016-12-16 07:41:34,5,1.00,1,N,170,107,2,6,0,0.5,0,0,0.3,6.8
2,2016-12-22 11:56:03,2016-12-22 12:03:08,1,1.09,1,N,107,4,1,6.5,0,0.5,2.19,0,0.3,9.49
2,2016-12-09 19:12:20,2016-12-09 19:15:00,1,.56,1,N,143,142,2,4,1,0.5,0,0,0.3,5.8
2,2016-12-22 01:46:29,2016-12-22 01:54:20,5,1.44,1,N,107,79,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-12-11 03:11:38,2016-12-11 03:22:55,1,5.50,1,N,151,243,1,17.5,0.5,0.5,2,0,0.3,20.8
1,2016-12-28 21:21:04,2016-12-28 21:40:34,1,4.10,1,N,142,7,1,17,0.5,0.5,3.65,0,0.3,21.95
1,2016-12-17 18:24:28,2016-12-17 18:28:36,2,.70,1,N,162,237,2,5,0,0.5,0,0,0.3,5.8
2,2016-12-02 10:24:30,2016-12-02 10:39:37,3,1.83,1,N,141,75,2,11,0,0.5,0,0,0.3,11.8
2,2016-12-08 09:10:10,2016-12-08 09:33:34,1,5.33,5,N,209,265,1,60,0,0,9,0,0.3,69.3
1,2016-12-22 00:22:43,2016-12-22 00:29:51,1,1.20,1,N,90,107,1,7,0.5,0.5,1,0,0.3,9.3
2,2016-12-14 08:47:05,2016-12-14 08:56:24,6,1.32,1,N,141,263,2,8,0,0.5,0,0,0.3,8.8
1,2016-12-21 15:12:38,2016-12-21 15:28:04,1,1.60,1,N,263,237,2,11,0,0.5,0,0,0.3,11.8
2,2016-12-04 02:40:09,2016-12-04 02:46:45,5,1.10,1,N,249,79,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,2016-12-22 15:51:42,2016-12-22 16:11:44,1,3.70,1,N,231,246,1,16,1,0.5,2.2,0,0.3,20
2,2016-12-05 21:21:51,2016-12-05 21:35:09,3,1.77,1,N,234,100,1,10,0.5,0.5,1.5,0,0.3,12.8
2,2016-12-29 18:55:03,2016-12-30 18:18:00,2,2.74,1,N,264,264,2,15.5,0.5,0.5,0,0,0.3,16.8
2,2016-12-21 10:28:57,2016-12-21 11:01:05,1,8.17,1,N,138,42,2,28.5,0,0.5,0,5.54,0.3,34.84
1,2016-12-06 14:42:39,2016-12-06 15:46:23,1,10.00,1,N,138,230,1,44,0,0.5,10.05,5.54,0.3,60.39
1,2016-12-10 18:32:17,2016-12-10 18:34:54,1,.00,5,N,48,48,2,0.01,0,0,0,0,0.3,0.31
2,2016-12-19 12:39:54,2016-12-19 12:54:21,1,2.16,1,N,239,163,1,11.5,0,0.5,2.46,0,0.3,14.76
2,2016-12-13 09:23:32,2016-12-13 09:34:05,1,2.08,1,N,236,142,1,9.5,0,0.5,2.06,0,0.3,12.36
2,2016-12-08 15:30:50,2016-12-08 15:33:49,1,.30,1,N,48,48,2,4,0,0.5,0,0,0.3,4.8
2,2016-12-01 10:05:18,2016-12-01 10:28:07,1,2.32,1,N,114,233,1,15.5,0,0.5,0,0,0.3,16.3
1,2016-12-02 18:44:29,2016-12-02 18:55:36,1,.70,1,N,234,186,1,8,1,0.5,1.95,0,0.3,11.75
2,2016-12-27 15:33:47,2016-12-27 15:43:15,1,2.09,1,N,186,143,2,9,0,0.5,0,0,0.3,9.8
2,2016-12-05 09:04:15,2016-12-05 09:15:38,1,1.68,1,N,170,113,1,9,0,0.5,1.96,0,0.3,11.76
2,2016-12-09 21:43:33,2016-12-09 21:48:46,2,.60,1,N,261,231,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2016-12-03 21:48:49,2016-12-03 22:08:24,3,1.60,1,N,43,230,4,13,0.5,0.5,0,0,0.3,14.3
2,2016-12-20 17:52:05,2016-12-20 18:27:02,5,4.88,1,N,144,181,1,22.5,1,0.5,4.86,0,0.3,29.16
2,2016-12-10 03:34:08,2016-12-10 03:41:25,1,2.30,1,N,158,48,1,9,0.5,0.5,1,0,0.3,11.3
2,2016-12-11 10:50:55,2016-12-11 10:53:41,2,.83,1,N,239,142,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2016-12-22 01:08:42,2016-12-22 01:12:58,1,1.20,1,N,41,41,2,6,0.5,0.5,0,0,0.3,7.3
2,2016-12-05 19:55:57,2016-12-05 20:08:03,1,3.21,1,N,246,13,1,12.5,1,0.5,2.57,0,0.3,16.87
2,2016-12-08 12:06:46,2016-12-08 12:23:07,1,5.21,1,N,158,66,1,18,0,0.5,3.76,0,0.3,22.56
2,2016-12-17 17:09:10,2016-12-17 17:37:18,1,3.67,1,N,262,230,1,19.5,0,0.5,3.04,0,0.3,23.34
1,2016-12-22 22:44:36,2016-12-22 22:52:32,1,.90,1,N,230,170,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-12-12 06:44:47,2016-12-12 06:53:39,1,1.30,1,N,50,161,1,8,0,0.5,2.2,0,0.3,11
1,2016-12-23 18:14:58,2016-12-23 18:22:33,1,1.00,1,N,263,141,2,6.5,1,0.5,0,0,0.3,8.3
2,2016-12-23 06:35:48,2016-12-23 06:40:12,2,1.21,1,N,233,140,1,5.5,0,0.5,1,0,0.3,7.3
1,2016-12-04 17:15:33,2016-12-04 17:43:05,3,3.60,1,N,161,239,2,18.5,0,0.5,0,0,0.3,19.3
2,2016-12-16 13:22:04,2016-12-16 13:36:15,2,2.16,1,N,170,236,1,11,0,0.5,2.95,0,0.3,14.75
1,2016-12-30 09:21:57,2016-12-30 09:37:03,1,3.80,1,N,261,170,2,14,0,0.5,0,0,0.3,14.8
2,2016-12-04 01:11:44,2016-12-04 01:28:55,1,5.49,1,N,137,157,2,18,0.5,0.5,0,5.54,0.3,24.84
2,2016-12-15 19:01:03,2016-12-15 19:07:05,1,.77,1,N,107,170,1,6,1,0.5,1.56,0,0.3,9.36
2,2016-12-27 16:56:35,2016-12-27 17:50:20,3,4.04,1,N,236,186,1,32,1,0.5,10.14,0,0.3,43.94
1,2016-12-10 18:52:50,2016-12-10 19:02:49,2,.50,1,N,162,229,1,7.5,0,0.5,1,0,0.3,9.3
2,2016-12-05 09:35:41,2016-12-05 10:02:33,1,2.69,1,N,140,233,1,17,0,0.5,3,0,0.3,20.8
2,2016-12-19 08:06:17,2016-12-19 08:10:27,1,1.19,1,N,233,162,1,5.5,0,0.5,1.26,0,0.3,7.56
2,2016-12-15 10:48:35,2016-12-15 11:03:30,2,.79,1,N,161,230,1,10,0,0.5,2.16,0,0.3,12.96
1,2016-12-21 18:26:05,2016-12-21 18:55:40,1,5.60,1,N,231,36,1,22.5,1,0.5,4.85,0,0.3,29.15
2,2016-12-15 20:00:35,2016-12-15 20:09:24,1,.98,1,N,236,262,2,7.5,1,0.5,0,0,0.3,9.3
1,2016-12-13 17:41:32,2016-12-13 17:55:46,1,.90,1,N,186,48,1,9.5,1,0.5,2.25,0,0.3,13.55
1,2016-12-19 12:32:18,2016-12-19 12:45:41,1,3.20,1,N,236,229,1,12.5,0,0.5,2.66,0,0.3,15.96
2,2016-12-10 01:47:41,2016-12-10 02:10:11,1,2.80,1,N,100,144,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2016-12-07 11:15:57,2016-12-07 12:15:05,1,12.00,1,N,230,138,1,47.5,0,0.5,5,5.54,0.3,58.84
2,2016-12-02 09:20:08,2016-12-02 09:34:18,5,3.03,1,N,4,87,1,13.5,0,0.5,3.58,0,0.3,17.88
2,2016-12-12 19:33:13,2016-12-12 19:43:08,1,2.03,1,N,229,224,2,9,1,0.5,0,0,0.3,10.8
2,2016-12-09 11:13:39,2016-12-09 11:26:46,1,1.15,1,N,249,164,2,9.5,0,0.5,0,0,0.3,10.3
2,2016-12-28 14:36:11,2016-12-28 15:07:34,1,5.24,1,N,170,24,1,23,0,0.5,3,0,0.3,26.8
1,2016-12-01 20:04:42,2016-12-01 20:10:03,1,.50,1,N,79,79,2,5,0.5,0.5,0,0,0.3,6.3
1,2016-12-04 04:05:04,2016-12-04 04:09:12,1,1.10,1,N,144,261,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2016-12-03 19:19:11,2016-12-03 19:35:24,1,6.40,1,N,48,42,1,20.5,0,0.5,2,0,0.3,23.3
1,2016-12-02 07:39:34,2016-12-02 07:59:34,2,3.60,1,N,236,186,2,15.5,0,0.5,0,0,0.3,16.3
2,2016-12-23 18:40:52,2016-12-23 18:47:44,2,.90,1,N,68,158,1,6,1,0.5,1.56,0,0.3,9.36
2,2016-12-23 13:11:26,2016-12-23 13:25:48,2,2.66,1,N,170,125,1,12,0,0.5,2.56,0,0.3,15.36
1,2016-12-04 14:46:06,2016-12-04 14:59:08,3,1.50,1,N,239,163,1,10,0,0.5,2.15,0,0.3,12.95
1,2016-12-21 09:14:24,2016-12-21 09:43:07,1,3.00,1,N,239,164,1,18.5,0,0.5,3.85,0,0.3,23.15
2,2016-12-21 14:01:25,2016-12-21 14:13:38,1,1.13,1,N,234,170,1,9,0,0.5,1.96,0,0.3,11.76
1,2016-12-02 16:12:28,2016-12-02 16:23:07,1,2.10,1,N,170,114,1,9.5,1,0.5,2.03,0,0.3,13.33
1,2016-12-25 22:51:06,2016-12-25 22:53:08,2,.50,1,N,186,234,1,3.5,0.5,0.5,1,0,0.3,5.8
1,2016-12-02 13:30:20,2016-12-02 14:06:11,4,3.70,1,N,163,144,2,22,0,0.5,0,0,0.3,22.8
1,2016-12-16 18:24:17,2016-12-16 18:29:31,1,1.10,1,N,263,141,1,6,1,0.5,1.55,0,0.3,9.35
1,2016-12-27 05:57:51,2016-12-27 06:20:52,1,8.40,1,N,186,244,1,26.5,0,0.5,6,0,0.3,33.3
1,2016-12-30 10:18:20,2016-12-30 10:23:02,1,.90,1,N,114,113,1,5,0,0.5,1.15,0,0.3,6.95
1,2016-12-26 13:59:12,2016-12-26 14:15:00,1,2.10,1,N,170,68,1,12,0,0.5,2.55,0,0.3,15.35
1,2016-12-03 20:32:52,2016-12-03 20:36:22,1,.50,1,N,113,249,1,4,0.5,0.5,1.7,0,0.3,7
2,2016-12-28 22:23:07,2016-12-28 22:26:07,5,.62,1,N,158,68,2,4,0.5,0.5,0,0,0.3,5.3
1,2016-12-04 09:07:47,2016-12-04 09:17:10,1,2.60,1,N,113,87,1,10,0,0.5,2.16,0,0.3,12.96
2,2016-12-12 23:06:51,2016-12-12 23:11:47,1,1.46,1,N,162,137,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-12-29 19:14:24,2016-12-29 19:22:30,2,.95,1,N,68,170,2,6.5,1,0.5,0,0,0.3,8.3
1,2016-12-16 08:18:11,2016-12-16 08:40:41,1,2.90,1,N,142,263,1,15.5,0,0.5,3,0,0.3,19.3
2,2016-12-13 07:53:11,2016-12-13 08:01:35,1,1.04,1,N,263,75,1,7.5,0,0.5,1.66,0,0.3,9.96
1,2016-12-12 21:46:05,2016-12-12 21:55:22,1,2.10,1,N,114,161,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2016-12-21 15:13:40,2016-12-21 16:49:52,1,18.10,2,N,125,132,2,52,0,0.5,0,0,0.3,52.8
1,2016-12-29 02:16:24,2016-12-29 02:37:38,2,10.60,1,N,138,25,1,30.5,0.5,0.5,6.35,0,0.3,38.15
2,2016-12-24 11:10:32,2016-12-24 11:14:42,1,1.01,1,N,262,237,1,5.5,0,0.5,1.26,0,0.3,7.56
1,2016-12-20 17:57:30,2016-12-20 18:58:28,1,11.50,1,N,138,158,1,44,1,0.5,5,0,0.3,50.8
1,2016-12-06 22:40:32,2016-12-06 22:50:52,2,2.10,1,N,97,40,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-12-30 09:18:01,2016-12-30 09:36:33,1,.90,1,N,142,239,2,11,0,0.5,0,0,0.3,11.8
2,2016-12-12 11:15:40,2016-12-12 11:44:39,6,3.30,1,N,142,113,2,19,0,0.5,0,0,0.3,19.8
2,2016-12-22 18:13:53,2016-12-22 18:31:12,1,1.75,1,N,229,50,1,12,1,0.5,2,0,0.3,15.8
1,2016-12-21 13:41:13,2016-12-21 13:59:28,1,1.00,1,N,237,230,1,12,0,0.5,2.55,0,0.3,15.35
1,2016-12-20 19:56:10,2016-12-20 20:04:07,1,.70,1,N,158,249,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-12-20 14:35:09,2016-12-20 14:38:31,1,.40,1,N,141,141,1,4,0,0.5,1,0,0.3,5.8
1,2016-12-14 16:39:16,2016-12-14 17:01:38,2,1.30,1,N,162,100,1,13.5,1,0.5,3.8,0,0.3,19.1
1,2016-12-14 14:04:33,2016-12-14 14:04:53,1,.00,1,N,132,132,3,2.5,0,0.5,0,0,0.3,3.3
2,2016-12-10 04:00:41,2016-12-10 04:16:22,1,4.46,1,N,48,231,1,16.5,0.5,0.5,0,0,0.3,17.8
1,2016-12-11 22:09:15,2016-12-11 22:12:53,2,1.20,1,N,249,231,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-12-05 13:19:39,2016-12-05 14:04:00,6,8.83,1,N,138,163,1,35.5,0,0.5,10.89,0,0.3,47.19
1,2016-12-30 01:59:42,2016-12-30 02:12:21,1,3.20,1,N,79,255,1,12.5,0.5,0.5,1,0,0.3,14.8
1,2016-12-11 19:53:54,2016-12-11 20:08:29,1,1.50,1,N,186,162,2,10.5,0,0.5,0,0,0.3,11.3
1,2016-12-15 12:03:44,2016-12-15 12:24:35,3,1.30,1,N,88,45,1,13,0,0.5,3,0,0.3,16.8
1,2016-12-08 15:08:50,2016-12-08 15:28:20,1,1.80,1,N,24,41,1,13.5,0,0.5,2.85,0,0.3,17.15
1,2016-12-19 21:56:51,2016-12-19 22:07:57,1,2.30,1,N,263,229,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2016-12-05 19:38:31,2016-12-05 19:46:18,2,2.03,1,N,239,151,1,8,1,0.5,2.94,0,0.3,12.74
2,2016-12-09 08:03:36,2016-12-09 08:09:41,6,1.29,1,N,140,263,2,6.5,0,0.5,0,0,0.3,7.3
1,2016-12-30 14:16:06,2016-12-30 14:27:32,2,1.90,1,N,164,113,2,9.5,0,0.5,0,0,0.3,10.3
1,2016-12-20 16:46:25,2016-12-20 16:50:42,1,.50,1,N,262,236,2,4.5,1,0.5,0,0,0.3,6.3
2,2016-12-18 20:33:16,2016-12-18 20:41:02,1,1.24,1,N,113,125,1,7,0.5,0.5,1.66,0,0.3,9.96
1,2016-12-16 08:49:40,2016-12-16 09:01:50,1,1.20,1,N,141,162,1,9,0,0.5,1.95,0,0.3,11.75
1,2016-12-23 21:43:23,2016-12-23 21:44:43,2,.40,1,N,24,151,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-12-04 02:45:25,2016-12-04 03:02:23,1,4.50,1,N,148,141,1,16.5,0.5,0.5,0.5,0,0.3,18.3
2,2016-12-16 23:40:40,2016-12-16 23:44:34,2,1.03,1,N,239,238,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-12-24 01:55:45,2016-12-24 02:14:26,4,5.24,1,N,161,223,2,18,0.5,0.5,0,0,0.3,19.3
1,2016-12-10 19:46:31,2016-12-10 20:11:55,1,2.90,1,Y,107,209,1,16.5,0,0.5,3.45,0,0.3,20.75
2,2016-12-26 16:25:27,2016-12-26 16:32:30,1,1.36,1,N,264,264,1,7,0,0.5,1,0,0.3,8.8
1,2016-12-02 03:09:42,2016-12-02 03:13:01,4,.30,1,N,246,246,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2016-12-10 05:28:34,2016-12-10 05:37:57,1,2.80,1,N,211,246,2,11,0.5,0.5,0,0,0.3,12.3
2,2016-12-16 09:13:28,2016-12-16 09:30:43,1,1.11,1,N,107,186,1,11,0,0.5,2.95,0,0.3,14.75
1,2016-12-10 13:37:44,2016-12-10 13:48:19,1,.90,1,N,79,107,1,8,0,0.5,1.75,0,0.3,10.55
1,2016-12-02 04:28:16,2016-12-02 04:35:43,1,2.10,1,N,68,107,1,8.5,0.5,0.5,1,0,0.3,10.8
2,2016-12-04 13:52:22,2016-12-04 14:00:06,1,1.88,1,N,233,262,1,8,0,0.5,2.2,0,0.3,11
1,2016-12-28 22:34:57,2016-12-28 22:38:31,1,.60,1,N,143,143,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-12-31 20:56:28,2016-12-31 21:11:49,1,3.10,1,N,140,107,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2016-12-26 21:16:20,2016-12-26 21:33:38,2,8.50,1,N,79,69,2,24.5,0.5,0.5,0,0,0.3,25.8
1,2016-12-06 12:51:50,2016-12-06 13:04:21,1,1.10,1,N,161,237,1,9,0,0.5,4,0,0.3,13.8
2,2016-12-16 00:09:08,2016-12-16 00:12:04,1,.57,1,N,45,144,1,4,0.5,0.5,1.06,0,0.3,6.36
1,2016-12-13 21:03:31,2016-12-13 21:12:15,1,1.30,1,N,90,125,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2016-12-13 11:05:20,2016-12-13 11:30:59,1,2.80,1,N,143,68,1,17,0,0.5,5.3,0,0.3,23.1
2,2016-12-04 08:55:52,2016-12-04 09:08:50,1,1.73,1,N,162,50,2,10,0,0.5,0,0,0.3,10.8
1,2016-12-22 23:23:29,2016-12-22 23:29:12,1,.80,1,N,230,170,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-12-30 17:53:36,2016-12-30 17:57:12,2,.78,1,N,79,113,2,4.5,1,0.5,0,0,0.3,6.3
1,2016-12-20 08:25:19,2016-12-20 08:40:18,1,1.10,1,N,48,162,1,10,0,0.5,1,0,0.3,11.8
2,2016-12-14 21:52:16,2016-12-14 21:59:54,2,1.15,1,N,79,249,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-12-27 11:33:02,2016-12-28 11:24:12,1,.71,1,N,125,211,2,5.5,0,0.5,0,0,0.3,6.3
1,2016-12-10 20:24:48,2016-12-10 20:53:31,1,5.50,1,N,88,164,1,21,0.5,0.5,4.46,0,0.3,26.76
1,2016-12-06 21:38:15,2016-12-06 21:40:59,1,.40,1,N,25,33,1,4,0.5,0.5,1.05,0,0.3,6.35
2,2016-12-17 17:27:42,2016-12-17 17:33:43,5,.41,1,N,186,164,1,5.5,0,0.5,1,0,0.3,7.3
1,2016-12-22 22:55:13,2016-12-22 23:00:39,1,1.30,1,N,41,238,1,6.5,0.5,0.5,1,0,0.3,8.8
1,2016-12-06 20:56:33,2016-12-06 21:04:37,1,1.00,1,N,164,68,1,7,0.5,0.5,1.65,0,0.3,9.95
2,2016-12-19 00:24:57,2016-12-19 00:41:47,1,3.40,1,N,186,236,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2016-12-20 17:07:31,2016-12-20 17:39:48,1,9.60,1,N,138,140,2,29.5,1,0.5,0,5.54,0.3,36.84
1,2016-12-18 01:38:31,2016-12-18 01:46:27,1,1.10,1,N,79,170,1,7,0.5,0.5,1,0,0.3,9.3
2,2016-12-04 15:07:41,2016-12-04 15:11:23,1,.67,1,N,163,100,2,4.5,0,0.5,0,0,0.3,5.3
1,2016-12-09 05:51:21,2016-12-09 05:54:43,1,.60,1,N,100,230,1,4.5,0.5,0.5,2,0,0.3,7.8
2,2016-12-11 21:10:02,2016-12-11 21:38:17,5,6.37,1,N,170,223,1,24,0.5,0.5,5.06,0,0.3,30.36
1,2016-12-05 04:48:55,2016-12-05 05:24:17,2,18.70,2,N,163,132,1,52,0,0.5,6,5.54,0.3,64.34
2,2016-12-19 20:13:39,2016-12-19 20:20:47,1,1.18,1,N,125,231,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-12-06 06:45:36,2016-12-06 06:52:28,6,1.57,1,N,234,161,1,7,0,0.5,1.56,0,0.3,9.36
1,2016-12-30 01:40:35,2016-12-30 01:54:54,1,5.00,1,N,141,247,1,16,0.5,0.5,1.73,0,0.3,19.03
1,2016-12-10 01:24:12,2016-12-10 01:35:22,1,5.10,1,N,231,233,1,16,0.5,0.5,4.3,0,0.3,21.6
2,2016-12-10 11:01:01,2016-12-10 11:06:29,1,.73,1,N,236,237,1,5.5,0,0.5,1.26,0,0.3,7.56
1,2016-12-03 13:06:04,2016-12-03 13:15:56,1,.90,1,N,90,100,1,7.5,0,0.5,1.2,0,0.3,9.5
1,2016-12-19 10:53:57,2016-12-19 11:04:59,2,.70,1,N,264,100,1,8,0,0.5,2.2,0,0.3,11
1,2016-12-17 13:41:14,2016-12-17 13:51:36,2,2.30,1,N,170,263,2,10,0,0.5,0,0,0.3,10.8
2,2016-12-11 19:59:09,2016-12-11 20:04:55,1,.90,1,N,107,170,2,6,0,0.5,0,0,0.3,6.8
2,2016-12-30 15:51:18,2016-12-30 15:59:06,1,1.01,1,N,239,43,1,7,0,0.5,1.95,0,0.3,9.75
2,2016-12-27 17:11:14,2016-12-27 17:33:37,1,2.75,1,N,170,144,1,15,1,0.5,2,0,0.3,18.8
2,2016-12-13 13:23:47,2016-12-13 13:37:45,1,1.35,1,N,186,233,1,9.5,0,0.5,1,0,0.3,11.3
1,2016-12-14 15:13:39,2016-12-14 15:39:16,2,1.80,1,N,230,162,1,15.5,0,0.5,3,0,0.3,19.3
2,2016-12-03 08:57:43,2016-12-03 09:02:59,1,1.18,1,N,261,231,1,6,0,0.5,1.36,0,0.3,8.16
1,2016-12-06 06:35:55,2016-12-06 06:39:40,1,.80,1,N,230,186,2,5,0,0.5,0,0,0.3,5.8
2,2016-12-10 21:31:12,2016-12-10 21:50:35,1,2.71,1,N,107,148,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,2016-12-29 12:20:29,2016-12-29 12:24:06,1,.60,1,N,234,234,2,4.5,0,0.5,0,0,0.3,5.3
2,2016-12-15 13:37:29,2016-12-15 14:00:31,1,2.91,1,N,48,211,1,16,0,0.5,2,0,0.3,18.8
2,2016-12-23 08:09:11,2016-12-23 08:13:23,1,.95,1,N,43,230,2,5.5,0,0.5,0,0,0.3,6.3
2,2016-12-26 13:10:41,2016-12-26 13:16:45,1,1.12,1,N,264,264,2,6.5,0,0.5,0,0,0.3,7.3
1,2016-12-05 15:20:27,2016-12-05 15:44:58,1,1.80,1,N,229,164,2,10.5,0,0.5,0,0,0.3,11.3
2,2016-12-02 23:41:16,2016-12-02 23:45:46,2,.53,1,N,231,261,1,4.5,0.5,0.5,0.5,0,0.3,6.3
1,2016-12-25 15:59:37,2016-12-25 16:05:04,1,.90,1,N,48,142,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2016-12-17 12:33:35,2016-12-17 12:45:42,1,1.50,1,N,186,163,1,9,0,0.5,2.9,0,0.3,12.7
1,2016-12-18 01:53:04,2016-12-18 02:00:55,2,1.20,1,N,113,107,1,7,0.5,0.5,1,0,0.3,9.3
1,2016-12-15 08:25:54,2016-12-15 08:34:38,2,1.30,1,N,237,43,1,7.5,0,0.5,1.66,0,0.3,9.96
